subject_area,date,aggregationType
Cancer Research,2020,Journal
Psychiatry and Mental Health,2020,Journal
Biological Psychiatry,2020,Journal
Arts and Humanities (miscellaneous),2023,Journal
Earth-Surface Processes,2023,Journal
Earth and Planetary Sciences (all),2023,Journal
Analytical Chemistry,2023,Journal
Chemistry (miscellaneous),2023,Journal
Molecular Medicine,2023,Journal
Pharmaceutical Science,2023,Journal
Drug Discovery,2023,Journal
Physical and Theoretical Chemistry,2023,Journal
Organic Chemistry,2023,Journal
Veterinary (all),2022,Journal
"Biochemistry, Genetics and Molecular Biology (all)",2022,Journal
Immunology,2022,Journal
Pharmacology,2022,Journal
Drug Discovery,2022,Journal
Infectious Diseases,2022,Journal
Pharmacology (medical),2022,Journal
Drug Discovery,2021,Journal
Clinical Biochemistry,2021,Journal
Biochemistry (medical),2021,Journal
"Electronic, Optical and Magnetic Materials",2023,Journal
Chemistry (all),2023,Journal
Mechanical Engineering,2023,Journal
Physics and Astronomy (all),2023,Journal
Materials Chemistry,2023,Journal
Electrical and Electronic Engineering,2023,Journal
Small Animals,2018,Journal
Food Animals,2018,Journal
Animal Science and Zoology,2018,Journal
Equine,2018,Journal
Multidisciplinary,2023,Journal
Hepatology,2021,Journal
Aquatic Science,2023,Journal
Catalysis,2023,Journal
Chemistry (all),2023,Journal
"Ecology, Evolution, Behavior and Systematics",2023,Journal
Agricultural and Biological Sciences (miscellaneous),2023,Journal
Medicine (all),2023,Book
Computer Science (miscellaneous),2023,Journal
"Geography, Planning and Development",2023,Journal
"Renewable Energy, Sustainability and the Environment",2023,Journal
Environmental Science (miscellaneous),2023,Journal
Energy Engineering and Power Technology,2023,Journal
Hardware and Architecture,2023,Journal
Computer Networks and Communications,2023,Journal
"Management, Monitoring, Policy and Law",2023,Journal
Medicine (all),2020,Journal
"Electronic, Optical and Magnetic Materials",2020,Journal
"Atomic and Molecular Physics, and Optics",2020,Journal
Condensed Matter Physics,2020,Journal
Spectroscopy,2020,Journal
Physical and Theoretical Chemistry,2020,Journal
Materials Chemistry,2020,Journal
Surgery,2021,Journal
Neurology (clinical),2021,Journal
Pharmacology,2020,Journal
Pharmacology (medical),2020,Journal
Infectious Diseases,2020,Journal
"Pediatrics, Perinatology and Child Health",2018,Journal
Developmental and Educational Psychology,2018,Journal
Analytical Chemistry,2021,Journal
Biotechnology,2021,Journal
Biomedical Engineering,2021,Journal
Instrumentation,2021,Journal
Engineering (miscellaneous),2021,Journal
Clinical Biochemistry,2021,Journal
Physiology,2018,Journal
Cell Biology,2018,Journal
Parasitology,2019,Journal
Infectious Diseases,2019,Journal
Physical and Theoretical Chemistry,2020,Journal
Organic Chemistry,2020,Journal
Inorganic Chemistry,2020,Journal
"Ecology, Evolution, Behavior and Systematics",2023,Journal
Medicine (miscellaneous),2022,Journal
Earth and Planetary Sciences (all),2020,Journal
Geophysics,2018,Journal
Geochemistry and Petrology,2018,Journal
Immunology and Allergy,2021,Journal
Immunology,2021,Journal
Immunology and Allergy,2021,Journal
Immunology,2021,Journal
Molecular Medicine,2021,Journal
Oncology,2021,Journal
Pharmacology,2021,Journal
Cancer Research,2021,Journal
Finance,2022,Journal
Economics and Econometrics,2022,Journal
Strategy and Management,2022,Journal
Environmental Engineering,2021,Journal
Waste Management and Disposal,2021,Journal
"Management, Monitoring, Policy and Law",2021,Journal
Neuropsychology and Physiological Psychology,2021,Journal
Experimental and Cognitive Psychology,2021,Journal
Cognitive Neuroscience,2021,Journal
Business and International Management,2023,Journal
"Business, Management and Accounting (all)",2023,Journal
Arts and Humanities (miscellaneous),2023,Journal
Economics and Econometrics,2023,Journal
Law,2023,Journal
Animal Science and Zoology,2023,Journal
Veterinary (all),2023,Journal
Small Animals,2023,Journal
Food Animals,2023,Journal
Animal Science and Zoology,2023,Journal
Equine,2023,Journal
Clinical Biochemistry,2023,Journal
Aquatic Science,2023,Journal
"Endocrinology, Diabetes and Metabolism",2019,Journal
Endocrinology,2019,Journal
Analytical Chemistry,2022,Journal
Chemistry (miscellaneous),2022,Journal
Molecular Medicine,2022,Journal
Pharmaceutical Science,2022,Journal
Drug Discovery,2022,Journal
Physical and Theoretical Chemistry,2022,Journal
Organic Chemistry,2022,Journal
Multidisciplinary,2021,Journal
"Ecology, Evolution, Behavior and Systematics",2021,Journal
Clinical Psychology,2023,Journal
Molecular Medicine,2021,Journal
Pharmacology,2021,Journal
Neurology (clinical),2022,Journal
Immunology and Allergy,2020,Journal
Immunology,2020,Journal
Astronomy and Astrophysics,2021,Journal
Space and Planetary Science,2021,Journal
"Ecology, Evolution, Behavior and Systematics",2021,Journal
Ecology,2021,Journal
Plant Science,2021,Journal
Oral Surgery,2021,Journal
Surgery,2022,Journal
Pharmacology,2022,Journal
Psychiatry and Mental Health,2022,Journal
Multidisciplinary,2022,Journal
Analytical Chemistry,2021,Journal
Chemistry (miscellaneous),2021,Journal
Molecular Medicine,2021,Journal
Pharmaceutical Science,2021,Journal
Drug Discovery,2021,Journal
Physical and Theoretical Chemistry,2021,Journal
Organic Chemistry,2021,Journal
Toxicology,2021,Journal
Pollution,2021,Journal
"Health, Toxicology and Mutagenesis",2021,Journal
Geophysics,2023,Journal
Earth and Planetary Sciences (all),2023,Journal
Psychiatry and Mental Health,2018,Journal
Biological Psychiatry,2018,Journal
Multidisciplinary,2021,Journal
Engineering (all),2022,Book
Chemical Engineering (all),2022,Book
Strategy and Management,2019,Journal
Fuel Technology,2020,Journal
Energy Engineering and Power Technology,2020,Journal
Energy (miscellaneous),2020,Journal
Electrochemistry,2020,Journal
Catalysis,2022,Journal
Molecular Biology,2022,Journal
Spectroscopy,2022,Journal
Computer Science Applications,2022,Journal
Physical and Theoretical Chemistry,2022,Journal
Organic Chemistry,2022,Journal
Inorganic Chemistry,2022,Journal
"Electronic, Optical and Magnetic Materials",2022,Journal
Ceramics and Composites,2022,Journal
Biomaterials,2022,Journal
Materials Chemistry,2022,Journal
Astronomy and Astrophysics,2018,Journal
Space and Planetary Science,2018,Journal
Multidisciplinary,2022,Conference Proceeding
"Renewable Energy, Sustainability and the Environment",2022,Journal
Fuel Technology,2022,Journal
Condensed Matter Physics,2022,Journal
Energy Engineering and Power Technology,2022,Journal
Structural Biology,2023,Journal
Biochemistry,2023,Journal
Molecular Biology,2023,Journal
Astronomy and Astrophysics,2021,Journal
Space and Planetary Science,2021,Journal
Biotechnology,2018,Journal
Physiology,2018,Journal
Applied Microbiology and Biotechnology,2018,Journal
Molecular Medicine,2018,Journal
Infectious Diseases,2022,Journal
Virology,2022,Journal
Medicine (all),2022,Journal
Physics and Astronomy (all),2022,Journal
Analytical Chemistry,2022,Journal
Environmental Chemistry,2022,Journal
Water Science and Technology,2022,Journal
Waste Management and Disposal,2022,Journal
Soil Science,2022,Journal
Pollution,2022,Journal
"Public Health, Environmental and Occupational Health",2022,Journal
"Health, Toxicology and Mutagenesis",2022,Journal
Mechanics of Materials,2023,Journal
Mechanical Engineering,2023,Journal
Metals and Alloys,2023,Journal
Materials Chemistry,2023,Journal
Biotechnology,2019,Journal
Molecular Biology,2019,Journal
Genetics,2019,Journal
Computer Science (all),2023,Book
Multidisciplinary,2022,Journal
Multidisciplinary,2022,Journal
Multidisciplinary,2022,Journal
Immunology,2019,Journal
Environmental Chemistry,2019,Journal
Aquatic Science,2019,Journal
Immunology and Microbiology (miscellaneous),2019,Journal
Agricultural and Biological Sciences (all),2022,Book
Catalysis,2023,Journal
Physical and Theoretical Chemistry,2023,Journal
Organic Chemistry,2023,Journal
Inorganic Chemistry,2023,Journal
Physics and Astronomy (all),2021,Journal
Fluid Flow and Transfer Processes,2021,Journal
"Electronic, Optical and Magnetic Materials",2023,Journal
"Atomic and Molecular Physics, and Optics",2023,Journal
Condensed Matter Physics,2023,Journal
Spectroscopy,2023,Journal
Physical and Theoretical Chemistry,2023,Journal
Materials Chemistry,2023,Journal
"Renewable Energy, Sustainability and the Environment",2022,Journal
Health (social science),2022,Journal
Health Policy,2022,Journal
"Public Health, Environmental and Occupational Health",2022,Journal
Condensed Matter Physics,2021,Journal
Surfaces and Interfaces,2021,Journal
"Surfaces, Coatings and Films",2021,Journal
Biochemistry,2020,Journal
Molecular Biology,2020,Journal
Cell Biology,2020,Journal
Computer Science (miscellaneous),2023,Journal
"Geography, Planning and Development",2023,Journal
"Renewable Energy, Sustainability and the Environment",2023,Journal
Environmental Science (miscellaneous),2023,Journal
Energy Engineering and Power Technology,2023,Journal
Hardware and Architecture,2023,Journal
Computer Networks and Communications,2023,Journal
"Management, Monitoring, Policy and Law",2023,Journal
Neurology,2023,Journal
Neurology (clinical),2023,Journal
Psychiatry and Mental Health,2023,Journal
Biological Psychiatry,2023,Journal
Genetics,2020,Journal
Medicine (all),2022,Journal
"Radiology, Nuclear Medicine and Imaging",2022,Journal
Neurology,2022,Journal
Neurology (clinical),2022,Journal
Cognitive Neuroscience,2022,Journal
"Renewable Energy, Sustainability and the Environment",2021,Journal
"Electronic, Optical and Magnetic Materials",2021,Journal
"Atomic and Molecular Physics, and Optics",2021,Journal
Biomedical Engineering,2021,Journal
Computer Science Applications,2021,Journal
Electrical and Electronic Engineering,2021,Journal
Waste Management and Disposal,2022,Journal
Catalysis,2022,Journal
Molecular Biology,2022,Journal
Spectroscopy,2022,Journal
Computer Science Applications,2022,Journal
Physical and Theoretical Chemistry,2022,Journal
Organic Chemistry,2022,Journal
Inorganic Chemistry,2022,Journal
Polymers and Plastics,2022,Journal
Organic Chemistry,2022,Journal
Materials Chemistry,2022,Journal
Drug Discovery,2021,Journal
Chemical Engineering (all),2021,Journal
Fuel Technology,2021,Journal
Energy Engineering and Power Technology,2021,Journal
Organic Chemistry,2021,Journal
Multidisciplinary,2023,Journal
Medicine (all),2021,Journal
Astronomy and Astrophysics,2020,Journal
Space and Planetary Science,2020,Journal
"Geography, Planning and Development",2023,Journal
Biochemistry,2023,Journal
Aquatic Science,2023,Journal
Water Science and Technology,2023,Journal
Psychology (all),2021,Journal
Pollution,2020,Journal
"Public Health, Environmental and Occupational Health",2020,Journal
"Health, Toxicology and Mutagenesis",2020,Journal
"Ecology, Evolution, Behavior and Systematics",2023,Journal
Development,2023,Journal
Genetics,2023,Journal
Psychology (all),2023,Journal
Behavioral Neuroscience,2023,Journal
Hepatology,2018,Journal
Gastroenterology,2018,Journal
Multidisciplinary,2021,Journal
Psychology (all),2023,Journal
Psychiatry and Mental Health,2023,Journal
Chemistry (all),2023,Journal
"Biochemistry, Genetics and Molecular Biology (all)",2023,Journal
Physics and Astronomy (all),2023,Journal
Multidisciplinary,2022,Journal
Nephrology,2022,Journal
Transplantation,2022,Journal
Nephrology,2021,Journal
Neuroscience (all),2019,Journal
Immunology and Microbiology (all),2019,Journal
"Biochemistry, Genetics and Molecular Biology (all)",2019,Journal
Pharmacology,2023,Journal
Pharmacology (medical),2023,Journal
"Electronic, Optical and Magnetic Materials",2021,Journal
Instrumentation,2021,Journal
Condensed Matter Physics,2021,Journal
"Surfaces, Coatings and Films",2021,Journal
Metals and Alloys,2021,Journal
Electrical and Electronic Engineering,2021,Journal
Materials Chemistry,2021,Journal
Civil and Structural Engineering,2022,Journal
Geotechnical Engineering and Engineering Geology,2022,Journal
Analytical Chemistry,2021,Journal
Chemistry (miscellaneous),2021,Journal
Molecular Medicine,2021,Journal
Pharmaceutical Science,2021,Journal
Drug Discovery,2021,Journal
Physical and Theoretical Chemistry,2021,Journal
Organic Chemistry,2021,Journal
Pollution,2022,Journal
"Public Health, Environmental and Occupational Health",2022,Journal
"Health, Toxicology and Mutagenesis",2022,Journal
Computer Science (all),2022,Journal
Materials Science (all),2022,Journal
Engineering (all),2022,Journal
Chemical Engineering (all),2022,Journal
Fuel Technology,2022,Journal
Energy Engineering and Power Technology,2022,Journal
Organic Chemistry,2022,Journal
Medicine (all),2020,Journal
Pharmaceutical Science,2023,Journal
Analytical Chemistry,2019,Journal
Spectroscopy,2019,Journal
Organic Chemistry,2019,Journal
Inorganic Chemistry,2019,Journal
Nursing (all),2022,Journal
Critical Care and Intensive Care Medicine,2021,Journal
Physics and Astronomy (all),2018,Journal
Physical and Theoretical Chemistry,2018,Journal
Medicine (all),2020,Book
Nursing (all),2020,Book
"Ecology, Evolution, Behavior and Systematics",2022,Journal
Ecology,2022,Journal
"Renewable Energy, Sustainability and the Environment",2023,Journal
Fuel Technology,2023,Journal
Condensed Matter Physics,2023,Journal
Energy Engineering and Power Technology,2023,Journal
"Ecology, Evolution, Behavior and Systematics",2018,Journal
Ecology,2018,Journal
Biotechnology,2018,Journal
Biochemistry,2018,Journal
Molecular Biology,2018,Journal
Genetics,2018,Journal
Analytical Chemistry,2023,Journal
Chemical Engineering (miscellaneous),2020,Journal
Waste Management and Disposal,2020,Journal
Pollution,2020,Journal
Process Chemistry and Technology,2020,Journal
Immunology,2022,Journal
Environmental Chemistry,2022,Journal
Aquatic Science,2022,Journal
Immunology and Microbiology (miscellaneous),2022,Journal
Health Informatics,2022,Journal
Materials Science (all),2018,Journal
Bioengineering,2023,Journal
Medicine (miscellaneous),2023,Journal
Molecular Medicine,2023,Journal
Biomedical Engineering,2023,Journal
Materials Science (all),2023,Journal
Pharmaceutical Science,2023,Journal
"Geography, Planning and Development",2021,Journal
"Renewable Energy, Sustainability and the Environment",2021,Journal
Environmental Science (miscellaneous),2021,Journal
Energy Engineering and Power Technology,2021,Journal
"Management, Monitoring, Policy and Law",2021,Journal
Medicine (all),2020,Journal
Social Psychology,2023,Journal
Aging,2023,Journal
Geriatrics and Gerontology,2023,Journal
Catalysis,2022,Journal
Environmental Science (all),2022,Journal
Physical and Theoretical Chemistry,2022,Journal
Multidisciplinary,2023,Journal
Drug Discovery,2019,Journal
Biochemistry,2023,Journal
Physical and Theoretical Chemistry,2023,Journal
Organic Chemistry,2023,Journal
Biochemistry,2022,Journal
Environmental Science (all),2022,Journal
Nephrology,2021,Journal
"Electronic, Optical and Magnetic Materials",2023,Journal
Instrumentation,2023,Journal
